number,value,datetime_start,datetime_complete,duration,params_final_dropout,params_mlp_dim_00,params_mlp_dim_01,params_mlp_dim_02,params_mlp_dim_03,params_mlp_n_layers,params_train_learning_rate,params_train_lr_reduce,user_attrs_best_state_dict_path,user_attrs_training_params,system_attrs_auto:sampler,state
10,0.1714758276939392,2025-04-25 22:50:55.533611,2025-04-25 22:51:12.108245,0 days 00:00:16.574634,0.27570375311992673,48,256,352.0,,3,0.0005339636101017159,0.6,checkpoints/mlp_Vc_trial_10_best_state.pt,"{'learning_rate': 0.0005339636101017159, 'lr_reduce': 0.6}",TPESampler,COMPLETE
11,0.13988450169563293,2025-04-25 22:51:11.043351,2025-04-25 22:51:25.045578,0 days 00:00:14.002227,0.20421053765762803,368,352,160.0,464.0,4,0.0006203964790952311,0.6,checkpoints/mlp_Vc_trial_11_best_state.pt,"{'learning_rate': 0.0006203964790952311, 'lr_reduce': 0.6}",TPESampler,COMPLETE
12,0.15125520527362823,2025-04-25 22:51:12.468135,2025-04-25 22:52:09.470887,0 days 00:00:57.002752,0.13356411128632592,176,432,,,2,0.000175633455325455,0.6,checkpoints/mlp_Vc_trial_12_best_state.pt,"{'learning_rate': 0.000175633455325455, 'lr_reduce': 0.6}",TPESampler,COMPLETE
13,0.08211301267147064,2025-04-25 22:51:25.331711,2025-04-25 22:51:41.578906,0 days 00:00:16.247195,0.1803031704510502,64,448,,,2,0.0011131740065385555,0.6,checkpoints/mlp_Vc_trial_13_best_state.pt,"{'learning_rate': 0.0011131740065385555, 'lr_reduce': 0.6}",TPESampler,COMPLETE
14,0.12423904985189438,2025-04-25 22:51:41.839679,2025-04-25 22:52:00.253782,0 days 00:00:18.414103,0.25233292130711205,208,512,,,2,0.0006828689553441708,0.6,checkpoints/mlp_Vc_trial_14_best_state.pt,"{'learning_rate': 0.0006828689553441708, 'lr_reduce': 0.6}",TPESampler,COMPLETE
15,0.11796050518751144,2025-04-25 22:52:00.547996,2025-04-25 22:52:17.962541,0 days 00:00:17.414545,0.07060923389789439,48,336,,,2,0.0007112876717694143,0.6,checkpoints/mlp_Vc_trial_15_best_state.pt,"{'learning_rate': 0.0007112876717694143, 'lr_reduce': 0.6}",TPESampler,COMPLETE
16,0.05675993114709854,2025-04-25 22:52:02.059966,2025-04-25 22:52:13.235353,0 days 00:00:11.175387,0.05870030416590216,80,480,,,2,0.006739880111791584,0.6,checkpoints/mlp_Vc_trial_16_best_state.pt,"{'learning_rate': 0.006739880111791584, 'lr_reduce': 0.6}",TPESampler,COMPLETE
17,0.07153166830539703,2025-04-25 22:52:09.811490,2025-04-25 22:52:18.031662,0 days 00:00:08.220172,0.18292956684701636,64,400,,,2,0.004121819953067317,0.6,checkpoints/mlp_Vc_trial_17_best_state.pt,"{'learning_rate': 0.004121819953067317, 'lr_reduce': 0.6}",TPESampler,COMPLETE
18,0.08149469643831253,2025-04-25 22:52:13.706718,2025-04-25 22:52:25.122759,0 days 00:00:11.416041,0.04005486078262993,144,512,,,2,0.006894319647229835,0.6,checkpoints/mlp_Vc_trial_18_best_state.pt,"{'learning_rate': 0.006894319647229835, 'lr_reduce': 0.6}",TPESampler,COMPLETE
19,0.056321222335100174,2025-04-25 22:52:18.214586,2025-04-25 22:52:31.703215,0 days 00:00:13.488629,0.06610506742524562,32,464,,,2,0.0017414493069512287,0.6,checkpoints/mlp_Vc_trial_19_best_state.pt,"{'learning_rate': 0.0017414493069512287, 'lr_reduce': 0.6}",TPESampler,COMPLETE
20,0.11325421184301376,2025-04-25 22:52:18.269268,2025-04-25 22:52:32.377472,0 days 00:00:14.108204,0.10506371550299118,304,256,,,2,0.00636569709477854,0.6,checkpoints/mlp_Vc_trial_20_best_state.pt,"{'learning_rate': 0.00636569709477854, 'lr_reduce': 0.6}",TPESampler,COMPLETE
21,0.07996274530887604,2025-04-25 22:52:25.423515,2025-04-25 22:52:48.810807,0 days 00:00:23.387292,0.013020997923847602,112,496,32.0,,3,0.0007473551249438219,0.6,checkpoints/mlp_Vc_trial_21_best_state.pt,"{'learning_rate': 0.0007473551249438219, 'lr_reduce': 0.6}",TPESampler,COMPLETE
22,0.7585837841033936,2025-04-25 22:52:32.031052,2025-04-25 22:52:36.046697,0 days 00:00:04.015645,0.09557109619936306,32,512,512.0,,3,0.007887401053596392,0.6,checkpoints/mlp_Vc_trial_22_best_state.pt,"{'learning_rate': 0.007887401053596392, 'lr_reduce': 0.6}",TPESampler,COMPLETE
23,0.05517343431711197,2025-04-25 22:52:32.665887,2025-04-25 22:52:46.296261,0 days 00:00:13.630374,0.06154775520404321,32,512,,,2,0.0023257308715880793,0.6,checkpoints/mlp_Vc_trial_23_best_state.pt,"{'learning_rate': 0.0023257308715880793, 'lr_reduce': 0.6}",TPESampler,COMPLETE
24,0.09073007106781006,2025-04-25 22:52:36.318574,2025-04-25 22:52:49.972028,0 days 00:00:13.653454,0.09190012809344986,176,336,,,2,0.0024950187368952335,0.6,checkpoints/mlp_Vc_trial_24_best_state.pt,"{'learning_rate': 0.0024950187368952335, 'lr_reduce': 0.6}",TPESampler,COMPLETE
25,0.06076722592115402,2025-04-25 22:52:46.573547,2025-04-25 22:53:01.902269,0 days 00:00:15.328722,0.0201674367824504,64,416,,,2,0.0034800038950150713,0.6,checkpoints/mlp_Vc_trial_25_best_state.pt,"{'learning_rate': 0.0034800038950150713, 'lr_reduce': 0.6}",TPESampler,COMPLETE
26,0.057073768228292465,2025-04-25 22:52:49.328912,2025-04-25 22:53:00.904601,0 days 00:00:11.575689,0.08004689987122701,32,496,,,2,0.003070460318773575,0.6,checkpoints/mlp_Vc_trial_26_best_state.pt,"{'learning_rate': 0.003070460318773575, 'lr_reduce': 0.6}",TPESampler,COMPLETE
27,0.05362595617771149,2025-04-25 22:52:50.482625,2025-04-25 22:53:02.379010,0 days 00:00:11.896385,0.05482704248764,64,304,,,2,0.009992082488741129,0.6,checkpoints/mlp_Vc_trial_27_best_state.pt,"{'learning_rate': 0.009992082488741129, 'lr_reduce': 0.6}",TPESampler,COMPLETE
28,0.11050158739089966,2025-04-25 22:53:01.210318,2025-04-25 22:53:11.104096,0 days 00:00:09.893778,0.2141565062367429,464,32,,,2,0.002643653865253452,0.6,checkpoints/mlp_Vc_trial_28_best_state.pt,"{'learning_rate': 0.002643653865253452, 'lr_reduce': 0.6}",TPESampler,COMPLETE
29,0.07289658486843109,2025-04-25 22:53:02.300761,2025-04-25 22:53:13.095793,0 days 00:00:10.795032,0.06470699243170473,80,256,,,2,0.007295901370414829,0.6,checkpoints/mlp_Vc_trial_29_best_state.pt,"{'learning_rate': 0.007295901370414829, 'lr_reduce': 0.6}",TPESampler,COMPLETE
30,0.0565175823867321,2025-04-25 22:53:02.696040,2025-04-25 22:53:11.109714,0 days 00:00:08.413674,0.04189225491004524,96,32,,,2,0.009745609264648035,0.6,checkpoints/mlp_Vc_trial_30_best_state.pt,"{'learning_rate': 0.009745609264648035, 'lr_reduce': 0.6}",TPESampler,COMPLETE
31,0.05968451127409935,2025-04-25 22:53:11.324226,2025-04-25 22:53:22.145182,0 days 00:00:10.820956,0.01959328586293231,96,288,32.0,,3,0.009565452120050671,0.6,checkpoints/mlp_Vc_trial_31_best_state.pt,"{'learning_rate': 0.009565452120050671, 'lr_reduce': 0.6}",TPESampler,COMPLETE
32,0.17828427255153656,2025-04-25 22:53:11.410162,2025-04-25 22:53:38.385806,0 days 00:00:26.975644,0.29478174025587567,480,432,32.0,,3,0.00023974963386856583,0.6,checkpoints/mlp_Vc_trial_32_best_state.pt,"{'learning_rate': 0.00023974963386856583, 'lr_reduce': 0.6}",TPESampler,COMPLETE
33,0.07063663750886917,2025-04-25 22:53:13.572948,2025-04-25 22:53:25.865912,0 days 00:00:12.292964,0.05934610432557975,112,32,,,2,0.006633235403587193,0.6,checkpoints/mlp_Vc_trial_33_best_state.pt,"{'learning_rate': 0.006633235403587193, 'lr_reduce': 0.6}",TPESampler,COMPLETE
34,0.0525515042245388,2025-04-25 22:53:22.477795,2025-04-25 22:53:31.948951,0 days 00:00:09.471156,0.01735465610748344,160,32,256.0,,3,0.008086992450065555,0.6,checkpoints/mlp_Vc_trial_34_best_state.pt,"{'learning_rate': 0.008086992450065555, 'lr_reduce': 0.6}",TPESampler,COMPLETE
35,0.13113386929035187,2025-04-25 22:53:26.113780,2025-04-25 22:53:38.274010,0 days 00:00:12.160230,0.10103836711511135,112,496,,,2,0.0012075268358261876,0.6,checkpoints/mlp_Vc_trial_35_best_state.pt,"{'learning_rate': 0.0012075268358261876, 'lr_reduce': 0.6}",TPESampler,COMPLETE
36,0.081294484436512,2025-04-25 22:53:32.216891,2025-04-25 22:53:44.076549,0 days 00:00:11.859658,0.018635089108285173,208,64,256.0,,3,0.0046345923497769555,0.6,checkpoints/mlp_Vc_trial_36_best_state.pt,"{'learning_rate': 0.0046345923497769555, 'lr_reduce': 0.6}",TPESampler,COMPLETE
37,0.07702063024044037,2025-04-25 22:53:38.513576,2025-04-25 22:53:48.828261,0 days 00:00:10.314685,0.048959211587280935,128,64,256.0,48.0,4,0.008857030176028522,0.6,checkpoints/mlp_Vc_trial_37_best_state.pt,"{'learning_rate': 0.008857030176028522, 'lr_reduce': 0.6}",TPESampler,COMPLETE
38,0.04274763539433479,2025-04-25 22:53:38.624481,2025-04-25 22:53:48.226484,0 days 00:00:09.602003,0.0017148156750951687,32,64,384.0,,3,0.009370438075784956,0.6,checkpoints/mlp_Vc_trial_38_best_state.pt,"{'learning_rate': 0.009370438075784956, 'lr_reduce': 0.6}",TPESampler,COMPLETE
39,0.13423851132392883,2025-04-25 22:53:44.338660,2025-04-25 22:54:04.596170,0 days 00:00:20.257510,0.2983330582561178,288,288,,,2,0.0006812945511461003,0.6,checkpoints/mlp_Vc_trial_39_best_state.pt,"{'learning_rate': 0.0006812945511461003, 'lr_reduce': 0.6}",TPESampler,COMPLETE
40,0.0577370747923851,2025-04-25 22:53:48.510950,2025-04-25 22:53:59.611611,0 days 00:00:11.100661,0.0674740047246633,64,80,416.0,,3,0.009216311585249489,0.6,checkpoints/mlp_Vc_trial_40_best_state.pt,"{'learning_rate': 0.009216311585249489, 'lr_reduce': 0.6}",TPESampler,COMPLETE
41,0.04872434586286545,2025-04-25 22:53:49.097029,2025-04-25 22:53:58.552751,0 days 00:00:09.455722,0.028828444759082274,32,32,400.0,,3,0.005469705381855944,0.6,checkpoints/mlp_Vc_trial_41_best_state.pt,"{'learning_rate': 0.005469705381855944, 'lr_reduce': 0.6}",TPESampler,COMPLETE
42,0.036792635917663574,2025-04-25 22:53:58.834653,2025-04-25 22:54:08.483298,0 days 00:00:09.648645,0.006637819790230832,32,80,400.0,,3,0.005065637917936472,0.6,checkpoints/mlp_Vc_trial_42_best_state.pt,"{'learning_rate': 0.005065637917936472, 'lr_reduce': 0.6}",TPESampler,COMPLETE
43,0.03943009302020073,2025-04-25 22:53:59.962607,2025-04-25 22:54:12.525247,0 days 00:00:12.562640,0.0141895748857839,32,144,400.0,,3,0.009753947574811083,0.6,checkpoints/mlp_Vc_trial_43_best_state.pt,"{'learning_rate': 0.009753947574811083, 'lr_reduce': 0.6}",TPESampler,COMPLETE
44,0.06449726223945618,2025-04-25 22:54:04.837778,2025-04-25 22:54:23.400493,0 days 00:00:18.562715,0.020112517382914395,64,32,320.0,,3,0.0009640835788451084,0.6,checkpoints/mlp_Vc_trial_44_best_state.pt,"{'learning_rate': 0.0009640835788451084, 'lr_reduce': 0.6}",TPESampler,COMPLETE
45,0.051221590489149094,2025-04-25 22:54:08.747105,2025-04-25 22:54:17.970239,0 days 00:00:09.223134,0.00258918840165818,64,48,416.0,,3,0.006981085568242326,0.6,checkpoints/mlp_Vc_trial_45_best_state.pt,"{'learning_rate': 0.006981085568242326, 'lr_reduce': 0.6}",TPESampler,COMPLETE
46,0.06821086257696152,2025-04-25 22:54:12.802779,2025-04-25 22:54:24.760015,0 days 00:00:11.957236,0.01804055173236071,112,112,416.0,,3,0.0073391014571551625,0.6,checkpoints/mlp_Vc_trial_46_best_state.pt,"{'learning_rate': 0.0073391014571551625, 'lr_reduce': 0.6}",TPESampler,COMPLETE
47,0.048148807138204575,2025-04-25 22:54:18.377505,2025-04-25 22:54:30.095693,0 days 00:00:11.718188,0.007602128806467916,48,176,416.0,,3,0.006197397963204504,0.6,checkpoints/mlp_Vc_trial_47_best_state.pt,"{'learning_rate': 0.006197397963204504, 'lr_reduce': 0.6}",TPESampler,COMPLETE
48,0.041735611855983734,2025-04-25 22:54:23.708088,2025-04-25 22:54:34.439469,0 days 00:00:10.731381,0.026147959225381268,48,64,400.0,,3,0.003526854846395367,0.6,checkpoints/mlp_Vc_trial_48_best_state.pt,"{'learning_rate': 0.003526854846395367, 'lr_reduce': 0.6}",TPESampler,COMPLETE
49,0.04825729504227638,2025-04-25 22:54:25.083367,2025-04-25 22:54:34.574225,0 days 00:00:09.490858,0.00023005803208006083,32,112,416.0,,3,0.006497771697063129,0.6,checkpoints/mlp_Vc_trial_49_best_state.pt,"{'learning_rate': 0.006497771697063129, 'lr_reduce': 0.6}",TPESampler,COMPLETE
50,0.10338783264160156,2025-04-25 22:54:30.410749,2025-04-25 22:54:40.086637,0 days 00:00:09.675888,0.2712886416510194,368,192,416.0,320.0,4,0.00877888478454347,0.6,checkpoints/mlp_Vc_trial_50_best_state.pt,"{'learning_rate': 0.00877888478454347, 'lr_reduce': 0.6}",TPESampler,COMPLETE
51,0.07456960529088974,2025-04-25 22:54:34.684659,2025-04-25 22:54:42.695491,0 days 00:00:08.010832,0.09843293021719825,32,192,416.0,,3,0.0032046528788443225,0.6,checkpoints/mlp_Vc_trial_51_best_state.pt,"{'learning_rate': 0.0032046528788443225, 'lr_reduce': 0.6}",TPESampler,COMPLETE
52,0.07681849598884583,2025-04-25 22:54:34.787318,2025-04-25 22:54:46.640244,0 days 00:00:11.852926,0.08463594213671935,112,176,400.0,,3,0.00205371604556343,0.6,checkpoints/mlp_Vc_trial_52_best_state.pt,"{'learning_rate': 0.00205371604556343, 'lr_reduce': 0.6}",TPESampler,COMPLETE
53,0.06029750034213066,2025-04-25 22:54:40.433198,2025-04-25 22:54:51.440709,0 days 00:00:11.007511,0.019461237949573496,64,208,416.0,,3,0.007953634556424475,0.6,checkpoints/mlp_Vc_trial_53_best_state.pt,"{'learning_rate': 0.007953634556424475, 'lr_reduce': 0.6}",TPESampler,COMPLETE
54,0.08970735222101212,2025-04-25 22:54:42.971153,2025-04-25 22:54:51.625905,0 days 00:00:08.654752,0.022217277448115934,64,192,,,2,0.0019238664639303561,0.6,checkpoints/mlp_Vc_trial_54_best_state.pt,"{'learning_rate': 0.0019238664639303561, 'lr_reduce': 0.6}",TPESampler,COMPLETE
55,0.05160392075777054,2025-04-25 22:54:46.960161,2025-04-25 22:54:59.834678,0 days 00:00:12.874517,0.01230102584247013,48,160,416.0,,3,0.003718602719061806,0.6,checkpoints/mlp_Vc_trial_55_best_state.pt,"{'learning_rate': 0.003718602719061806, 'lr_reduce': 0.6}",TPESampler,COMPLETE
56,0.041470181196928024,2025-04-25 22:54:51.720181,2025-04-25 22:55:02.081917,0 days 00:00:10.361736,0.017899906694903402,32,144,400.0,,3,0.005238360404866172,0.6,checkpoints/mlp_Vc_trial_56_best_state.pt,"{'learning_rate': 0.005238360404866172, 'lr_reduce': 0.6}",TPESampler,COMPLETE
57,0.044226355850696564,2025-04-25 22:54:51.916830,2025-04-25 22:55:07.649715,0 days 00:00:15.732885,0.014879334993373078,32,176,496.0,256.0,4,0.006309059568941862,0.6,checkpoints/mlp_Vc_trial_57_best_state.pt,"{'learning_rate': 0.006309059568941862, 'lr_reduce': 0.6}",TPESampler,COMPLETE
58,0.14654117822647095,2025-04-25 22:55:00.089245,2025-04-25 22:55:07.006440,0 days 00:00:06.917195,0.29943654118077084,192,48,368.0,,3,0.004430532670118673,0.6,checkpoints/mlp_Vc_trial_58_best_state.pt,"{'learning_rate': 0.004430532670118673, 'lr_reduce': 0.6}",TPESampler,COMPLETE
59,0.054976992309093475,2025-04-25 22:55:02.389821,2025-04-25 22:55:12.013226,0 days 00:00:09.623405,0.02239442553162481,48,96,368.0,512.0,4,0.0020124968705432745,0.6,checkpoints/mlp_Vc_trial_59_best_state.pt,"{'learning_rate': 0.0020124968705432745, 'lr_reduce': 0.6}",TPESampler,COMPLETE
60,0.06347700208425522,2025-04-25 22:55:07.327241,2025-04-25 22:55:20.581581,0 days 00:00:13.254340,0.018910549927252912,32,208,512.0,224.0,4,0.009006300988522224,0.6,checkpoints/mlp_Vc_trial_60_best_state.pt,"{'learning_rate': 0.009006300988522224, 'lr_reduce': 0.6}",TPESampler,COMPLETE
61,0.10518950968980789,2025-04-25 22:55:08.062839,2025-04-25 22:55:24.895081,0 days 00:00:16.832242,0.11765050526678444,496,384,512.0,336.0,4,0.007112753091120601,0.6,checkpoints/mlp_Vc_trial_61_best_state.pt,"{'learning_rate': 0.007112753091120601, 'lr_reduce': 0.6}",TPESampler,COMPLETE
62,0.10117287933826447,2025-04-25 22:55:12.335398,2025-04-25 22:55:23.607779,0 days 00:00:11.272381,0.09429213180650126,496,48,480.0,208.0,4,0.006079026836707786,0.6,checkpoints/mlp_Vc_trial_62_best_state.pt,"{'learning_rate': 0.006079026836707786, 'lr_reduce': 0.6}",TPESampler,COMPLETE
63,0.03965897858142853,2025-04-25 22:55:21.021131,2025-04-25 22:55:37.638206,0 days 00:00:16.617075,0.001685427358331727,32,112,448.0,368.0,4,0.007923827300115042,0.6,checkpoints/mlp_Vc_trial_63_best_state.pt,"{'learning_rate': 0.007923827300115042, 'lr_reduce': 0.6}",TPESampler,COMPLETE
64,0.06586829572916031,2025-04-25 22:55:23.884190,2025-04-25 22:55:32.544384,0 days 00:00:08.660194,0.07961512520532252,32,192,352.0,,3,0.007220232598491053,0.6,checkpoints/mlp_Vc_trial_64_best_state.pt,"{'learning_rate': 0.007220232598491053, 'lr_reduce': 0.6}",TPESampler,COMPLETE
65,0.07005908340215683,2025-04-25 22:55:25.246549,2025-04-25 22:55:37.589139,0 days 00:00:12.342590,0.05282401439780797,80,240,368.0,112.0,4,0.0031857460961146325,0.6,checkpoints/mlp_Vc_trial_65_best_state.pt,"{'learning_rate': 0.0031857460961146325, 'lr_reduce': 0.6}",TPESampler,COMPLETE
66,0.12166754901409149,2025-04-25 22:55:32.836696,2025-04-25 22:55:51.360044,0 days 00:00:18.523348,0.039763166085799315,352,448,448.0,272.0,4,0.0003275929779810937,0.6,checkpoints/mlp_Vc_trial_66_best_state.pt,"{'learning_rate': 0.0003275929779810937, 'lr_reduce': 0.6}",TPESampler,COMPLETE
67,0.06970977038145065,2025-04-25 22:55:37.930111,2025-04-25 22:55:50.755586,0 days 00:00:12.825475,0.000550752189087728,96,144,464.0,368.0,4,0.004742258984877455,0.6,checkpoints/mlp_Vc_trial_67_best_state.pt,"{'learning_rate': 0.004742258984877455, 'lr_reduce': 0.6}",TPESampler,COMPLETE
68,0.05534682422876358,2025-04-25 22:55:38.012678,2025-04-25 22:55:48.198438,0 days 00:00:10.185760,0.06234620947222722,32,112,464.0,384.0,4,0.004257811151490408,0.6,checkpoints/mlp_Vc_trial_68_best_state.pt,"{'learning_rate': 0.004257811151490408, 'lr_reduce': 0.6}",TPESampler,COMPLETE
69,0.06493812799453735,2025-04-25 22:55:48.486516,2025-04-25 22:56:03.559132,0 days 00:00:15.072616,0.0035868649657775104,112,96,352.0,272.0,4,0.008669911055847867,0.6,checkpoints/mlp_Vc_trial_69_best_state.pt,"{'learning_rate': 0.008669911055847867, 'lr_reduce': 0.6}",TPESampler,COMPLETE
70,0.06414618343114853,2025-04-25 22:55:51.080930,2025-04-25 22:55:58.308881,0 days 00:00:07.227951,0.0925925832928838,32,64,464.0,,3,0.003389706492888637,0.6,checkpoints/mlp_Vc_trial_70_best_state.pt,"{'learning_rate': 0.003389706492888637, 'lr_reduce': 0.6}",TPESampler,COMPLETE
71,0.13503961265087128,2025-04-25 22:55:51.634418,2025-04-25 22:56:17.812944,0 days 00:00:26.178526,0.0629820513349328,160,192,336.0,400.0,4,0.00018581185087985852,0.6,checkpoints/mlp_Vc_trial_71_best_state.pt,"{'learning_rate': 0.00018581185087985852, 'lr_reduce': 0.6}",TPESampler,COMPLETE
72,0.07869432121515274,2025-04-25 22:55:58.619063,2025-04-25 22:56:10.847750,0 days 00:00:12.228687,0.05098528060479243,48,112,512.0,256.0,4,0.00826834096846887,0.6,checkpoints/mlp_Vc_trial_72_best_state.pt,"{'learning_rate': 0.00826834096846887, 'lr_reduce': 0.6}",TPESampler,COMPLETE
73,0.15585017204284668,2025-04-25 22:56:03.889092,2025-04-25 22:56:27.871286,0 days 00:00:23.982194,0.017211259727828526,320,288,,,2,0.00045589230819742717,0.6,checkpoints/mlp_Vc_trial_73_best_state.pt,"{'learning_rate': 0.00045589230819742717, 'lr_reduce': 0.6}",TPESampler,COMPLETE
74,0.03531109541654587,2025-04-25 22:56:11.197663,2025-04-25 22:56:24.135522,0 days 00:00:12.937859,0.00858574923019765,32,144,400.0,,3,0.005061239606257892,0.6,checkpoints/mlp_Vc_trial_74_best_state.pt,"{'learning_rate': 0.005061239606257892, 'lr_reduce': 0.6}",TPESampler,COMPLETE
75,0.04136228561401367,2025-04-25 22:56:18.107360,2025-04-25 22:56:31.655479,0 days 00:00:13.548119,0.00020916162914768905,48,112,416.0,416.0,4,0.005483823726135069,0.6,checkpoints/mlp_Vc_trial_75_best_state.pt,"{'learning_rate': 0.005483823726135069, 'lr_reduce': 0.6}",TPESampler,COMPLETE
76,0.23438316583633423,2025-04-25 22:56:24.411383,2025-04-25 22:56:39.543334,0 days 00:00:15.131951,0.2862471498784315,192,112,384.0,144.0,4,0.00039692633300887484,0.6,checkpoints/mlp_Vc_trial_76_best_state.pt,"{'learning_rate': 0.00039692633300887484, 'lr_reduce': 0.6}",TPESampler,COMPLETE
77,0.1217789351940155,2025-04-25 22:56:28.196275,2025-04-25 22:57:31.744032,0 days 00:01:03.547757,0.29741086623158774,32,448,,,2,0.00014876362288628473,0.6,checkpoints/mlp_Vc_trial_77_best_state.pt,"{'learning_rate': 0.00014876362288628473, 'lr_reduce': 0.6}",TPESampler,COMPLETE
78,0.05748812109231949,2025-04-25 22:56:32.005728,2025-04-25 22:56:45.096983,0 days 00:00:13.091255,0.005266735301876959,112,48,352.0,,3,0.002626574160698198,0.6,checkpoints/mlp_Vc_trial_78_best_state.pt,"{'learning_rate': 0.002626574160698198, 'lr_reduce': 0.6}",TPESampler,COMPLETE
79,0.14092859625816345,2025-04-25 22:56:39.809050,2025-04-25 22:57:23.939574,0 days 00:00:44.130524,0.12035002152949795,480,304,,,2,0.00014447309111528117,0.6,checkpoints/mlp_Vc_trial_79_best_state.pt,"{'learning_rate': 0.00014447309111528117, 'lr_reduce': 0.6}",TPESampler,COMPLETE
80,0.05179735645651817,2025-04-25 22:56:45.423466,2025-04-25 22:57:05.496005,0 days 00:00:20.072539,0.0006548151842827293,48,128,,,2,0.009866377793287738,0.6,checkpoints/mlp_Vc_trial_80_best_state.pt,"{'learning_rate': 0.009866377793287738, 'lr_reduce': 0.6}",TPESampler,COMPLETE
81,0.08544307947158813,2025-04-25 22:57:05.779310,2025-04-25 22:57:19.155079,0 days 00:00:13.375769,0.005696497802799794,208,496,384.0,512.0,4,0.008288229062714186,0.6,checkpoints/mlp_Vc_trial_81_best_state.pt,"{'learning_rate': 0.008288229062714186, 'lr_reduce': 0.6}",TPESampler,COMPLETE
82,0.04006641358137131,2025-04-25 22:57:19.486614,2025-04-25 22:57:30.829223,0 days 00:00:11.342609,0.03229832843132474,32,144,384.0,,3,0.0073824081502347335,0.6,checkpoints/mlp_Vc_trial_82_best_state.pt,"{'learning_rate': 0.0073824081502347335, 'lr_reduce': 0.6}",TPESampler,COMPLETE
83,0.061972130089998245,2025-04-25 22:57:24.302468,2025-04-25 22:57:36.294449,0 days 00:00:11.991981,0.009775608635242454,80,192,432.0,384.0,4,0.0034548819780253212,0.6,checkpoints/mlp_Vc_trial_83_best_state.pt,"{'learning_rate': 0.0034548819780253212, 'lr_reduce': 0.6}",TPESampler,COMPLETE
