number,value,datetime_start,datetime_complete,duration,params_final_dropout,params_mlp_dim_00,params_mlp_dim_01,params_mlp_dim_02,params_mlp_dim_03,params_mlp_n_layers,params_train_learning_rate,params_train_lr_reduce,user_attrs_best_state_dict_path,user_attrs_training_params,system_attrs_auto:sampler,state
10,0.1080547496676445,2025-04-25 22:48:13.125392,2025-04-25 22:48:27.785616,0 days 00:00:14.660224,0.13445041573087807,64,208,416.0,,3,0.0013650695862616438,0.6,checkpoints/mlp_Omega_trial_10_best_state.pt,"{'learning_rate': 0.0013650695862616438, 'lr_reduce': 0.6}",TPESampler,COMPLETE
11,0.23932939767837524,2025-04-25 22:48:13.855481,2025-04-25 22:48:27.292452,0 days 00:00:13.436971,0.19487898390244301,48,160,368.0,144.0,4,0.0006201898489686665,0.6,checkpoints/mlp_Omega_trial_11_best_state.pt,"{'learning_rate': 0.0006201898489686665, 'lr_reduce': 0.6}",TPESampler,COMPLETE
12,0.10254612565040588,2025-04-25 22:48:27.509031,2025-04-25 22:48:43.184084,0 days 00:00:15.675053,0.04519705026707781,416,112,496.0,,3,0.0007290068673244119,0.6,checkpoints/mlp_Omega_trial_12_best_state.pt,"{'learning_rate': 0.0007290068673244119, 'lr_reduce': 0.6}",TPESampler,COMPLETE
13,0.12004053592681885,2025-04-25 22:48:27.984058,2025-04-25 22:48:38.118784,0 days 00:00:10.134726,0.2091709290857282,448,96,272.0,512.0,4,0.0096209537712087,0.6,checkpoints/mlp_Omega_trial_13_best_state.pt,"{'learning_rate': 0.0096209537712087, 'lr_reduce': 0.6}",TPESampler,COMPLETE
14,0.0948273092508316,2025-04-25 22:48:28.043201,2025-04-25 22:48:41.086688,0 days 00:00:13.043487,0.29083667493387916,496,176,512.0,,3,0.0064815683538457305,0.6,checkpoints/mlp_Omega_trial_14_best_state.pt,"{'learning_rate': 0.0064815683538457305, 'lr_reduce': 0.6}",TPESampler,COMPLETE
15,0.108939990401268,2025-04-25 22:48:38.409353,2025-04-25 22:48:47.053393,0 days 00:00:08.644040,0.298622940170881,288,320,,,2,0.008005901074653458,0.6,checkpoints/mlp_Omega_trial_15_best_state.pt,"{'learning_rate': 0.008005901074653458, 'lr_reduce': 0.6}",TPESampler,COMPLETE
16,0.08962097764015198,2025-04-25 22:48:41.368216,2025-04-25 22:48:53.899094,0 days 00:00:12.530878,0.09319925520937844,512,224,288.0,,3,0.004243366910277195,0.6,checkpoints/mlp_Omega_trial_16_best_state.pt,"{'learning_rate': 0.004243366910277195, 'lr_reduce': 0.6}",TPESampler,COMPLETE
17,0.08776640146970749,2025-04-25 22:48:43.431822,2025-04-25 22:48:57.242731,0 days 00:00:13.810909,0.18191077428350982,400,416,352.0,,3,0.0072159863919807644,0.6,checkpoints/mlp_Omega_trial_17_best_state.pt,"{'learning_rate': 0.0072159863919807644, 'lr_reduce': 0.6}",TPESampler,COMPLETE
18,0.12305840104818344,2025-04-25 22:48:47.308718,2025-04-25 22:49:18.231696,0 days 00:00:30.922978,0.05135308961181508,320,416,,,2,0.00013382824772833576,0.6,checkpoints/mlp_Omega_trial_18_best_state.pt,"{'learning_rate': 0.00013382824772833576, 'lr_reduce': 0.6}",TPESampler,COMPLETE
19,0.10472729802131653,2025-04-25 22:48:54.229264,2025-04-25 22:49:02.959064,0 days 00:00:08.729800,0.07698699579430848,512,288,512.0,,3,0.003885617654401035,0.6,checkpoints/mlp_Omega_trial_19_best_state.pt,"{'learning_rate': 0.003885617654401035, 'lr_reduce': 0.6}",TPESampler,COMPLETE
20,0.10143319517374039,2025-04-25 22:48:57.547019,2025-04-25 22:49:10.384878,0 days 00:00:12.837859,0.11802005258555341,304,304,384.0,208.0,4,0.006802847065829295,0.6,checkpoints/mlp_Omega_trial_20_best_state.pt,"{'learning_rate': 0.006802847065829295, 'lr_reduce': 0.6}",TPESampler,COMPLETE
21,0.1427280306816101,2025-04-25 22:49:03.267607,2025-04-25 22:49:52.883795,0 days 00:00:49.616188,0.20301104216830834,480,80,400.0,,3,0.00013051415748182332,0.6,checkpoints/mlp_Omega_trial_21_best_state.pt,"{'learning_rate': 0.00013051415748182332, 'lr_reduce': 0.6}",TPESampler,COMPLETE
22,0.09921719133853912,2025-04-25 22:49:10.686568,2025-04-25 22:49:21.567243,0 days 00:00:10.880675,0.1712336861061893,400,432,384.0,,3,0.009792277732806628,0.6,checkpoints/mlp_Omega_trial_22_best_state.pt,"{'learning_rate': 0.009792277732806628, 'lr_reduce': 0.6}",TPESampler,COMPLETE
23,0.10303039103746414,2025-04-25 22:49:18.527181,2025-04-25 22:49:30.548416,0 days 00:00:12.021235,0.17753014263673486,512,112,,,2,0.0015430408210793463,0.6,checkpoints/mlp_Omega_trial_23_best_state.pt,"{'learning_rate': 0.0015430408210793463, 'lr_reduce': 0.6}",TPESampler,COMPLETE
24,0.0854894369840622,2025-04-25 22:49:21.827775,2025-04-25 22:49:36.758798,0 days 00:00:14.931023,0.061226039924270365,496,96,,,2,0.005689963836849895,0.6,checkpoints/mlp_Omega_trial_24_best_state.pt,"{'learning_rate': 0.005689963836849895, 'lr_reduce': 0.6}",TPESampler,COMPLETE
25,0.09594092518091202,2025-04-25 22:49:30.801244,2025-04-25 22:49:39.336713,0 days 00:00:08.535469,0.098356790508661,432,32,256.0,416.0,4,0.0022833282533990156,0.6,checkpoints/mlp_Omega_trial_25_best_state.pt,"{'learning_rate': 0.0022833282533990156, 'lr_reduce': 0.6}",TPESampler,COMPLETE
26,0.09100920706987381,2025-04-25 22:49:37.146178,2025-04-25 22:49:47.122346,0 days 00:00:09.976168,0.09417990067074244,448,48,,,2,0.0038450577953117473,0.6,checkpoints/mlp_Omega_trial_26_best_state.pt,"{'learning_rate': 0.0038450577953117473, 'lr_reduce': 0.6}",TPESampler,COMPLETE
27,0.0867411196231842,2025-04-25 22:49:39.623518,2025-04-25 22:49:50.914074,0 days 00:00:11.290556,0.03205446011647815,384,208,,,2,0.004146465095967405,0.6,checkpoints/mlp_Omega_trial_27_best_state.pt,"{'learning_rate': 0.004146465095967405, 'lr_reduce': 0.6}",TPESampler,COMPLETE
28,0.1121048778295517,2025-04-25 22:49:47.373561,2025-04-25 22:50:17.829738,0 days 00:00:30.456177,0.09705791557226237,224,32,,,2,0.0006611363591771859,0.6,checkpoints/mlp_Omega_trial_28_best_state.pt,"{'learning_rate': 0.0006611363591771859, 'lr_reduce': 0.6}",TPESampler,COMPLETE
29,0.09592199325561523,2025-04-25 22:49:51.239414,2025-04-25 22:50:02.099064,0 days 00:00:10.859650,0.01222625402434169,320,208,,,2,0.0026632964913805442,0.6,checkpoints/mlp_Omega_trial_29_best_state.pt,"{'learning_rate': 0.0026632964913805442, 'lr_reduce': 0.6}",TPESampler,COMPLETE
30,0.10886755585670471,2025-04-25 22:49:53.161165,2025-04-25 22:50:05.378098,0 days 00:00:12.216933,0.07988184684400584,464,208,,,2,0.009352985245521209,0.6,checkpoints/mlp_Omega_trial_30_best_state.pt,"{'learning_rate': 0.009352985245521209, 'lr_reduce': 0.6}",TPESampler,COMPLETE
31,0.10301169753074646,2025-04-25 22:50:02.364637,2025-04-25 22:50:20.177904,0 days 00:00:17.813267,0.04597666191489451,272,384,,,2,0.009873241661322295,0.6,checkpoints/mlp_Omega_trial_31_best_state.pt,"{'learning_rate': 0.009873241661322295, 'lr_reduce': 0.6}",TPESampler,COMPLETE
32,0.08748998492956161,2025-04-25 22:50:05.637363,2025-04-25 22:50:14.921818,0 days 00:00:09.284455,0.02121184748907194,272,80,496.0,,3,0.005726699673419858,0.6,checkpoints/mlp_Omega_trial_32_best_state.pt,"{'learning_rate': 0.005726699673419858, 'lr_reduce': 0.6}",TPESampler,COMPLETE
33,0.10075787454843521,2025-04-25 22:50:15.196781,2025-04-25 22:50:22.642172,0 days 00:00:07.445391,0.010182532349158085,304,112,512.0,32.0,4,0.0019398498895793197,0.6,checkpoints/mlp_Omega_trial_33_best_state.pt,"{'learning_rate': 0.0019398498895793197, 'lr_reduce': 0.6}",TPESampler,COMPLETE
34,0.0959310457110405,2025-04-25 22:50:18.091891,2025-04-25 22:50:27.736119,0 days 00:00:09.644228,0.056831228761765856,224,128,512.0,,3,0.003578781541123762,0.6,checkpoints/mlp_Omega_trial_34_best_state.pt,"{'learning_rate': 0.003578781541123762, 'lr_reduce': 0.6}",TPESampler,COMPLETE
35,0.10987185686826706,2025-04-25 22:50:20.469677,2025-04-25 22:50:27.157983,0 days 00:00:06.688306,0.11686989952938075,256,32,448.0,,3,0.009117997947017278,0.6,checkpoints/mlp_Omega_trial_35_best_state.pt,"{'learning_rate': 0.009117997947017278, 'lr_reduce': 0.6}",TPESampler,COMPLETE
36,0.09450744092464447,2025-04-25 22:50:22.988571,2025-04-25 22:50:28.745133,0 days 00:00:05.756562,0.01458240361373742,144,32,,,2,0.007653752071281648,0.6,checkpoints/mlp_Omega_trial_36_best_state.pt,"{'learning_rate': 0.007653752071281648, 'lr_reduce': 0.6}",TPESampler,COMPLETE
37,0.0899304449558258,2025-04-25 22:50:27.456817,2025-04-25 22:50:39.736659,0 days 00:00:12.279842,0.024354674585416576,496,176,,,2,0.0022181273481105164,0.6,checkpoints/mlp_Omega_trial_37_best_state.pt,"{'learning_rate': 0.0022181273481105164, 'lr_reduce': 0.6}",TPESampler,COMPLETE
38,0.09143217653036118,2025-04-25 22:50:28.055539,2025-04-25 22:50:39.293723,0 days 00:00:11.238184,0.003151479456409992,352,96,512.0,,3,0.0041762527729974075,0.6,checkpoints/mlp_Omega_trial_38_best_state.pt,"{'learning_rate': 0.0041762527729974075, 'lr_reduce': 0.6}",TPESampler,COMPLETE
39,0.09405109286308289,2025-04-25 22:50:29.102417,2025-04-25 22:50:44.112378,0 days 00:00:15.009961,0.059364807883178265,496,96,,,2,0.008040139919288754,0.6,checkpoints/mlp_Omega_trial_39_best_state.pt,"{'learning_rate': 0.008040139919288754, 'lr_reduce': 0.6}",TPESampler,COMPLETE
40,0.09707552194595337,2025-04-25 22:50:39.611063,2025-04-25 22:51:00.212025,0 days 00:00:20.600962,0.12204444579981424,320,240,,,2,0.002105351951317051,0.6,checkpoints/mlp_Omega_trial_40_best_state.pt,"{'learning_rate': 0.002105351951317051, 'lr_reduce': 0.6}",TPESampler,COMPLETE
41,0.10271994024515152,2025-04-25 22:50:40.043384,2025-04-25 22:50:56.241539,0 days 00:00:16.198155,0.13378830160047223,448,96,48.0,,3,0.0008912657439648534,0.6,checkpoints/mlp_Omega_trial_41_best_state.pt,"{'learning_rate': 0.0008912657439648534, 'lr_reduce': 0.6}",TPESampler,COMPLETE
42,0.1078304573893547,2025-04-25 22:50:44.390405,2025-04-25 22:51:43.249070,0 days 00:00:58.858665,0.24265915758767836,48,64,,,2,0.0004910231103187187,0.6,checkpoints/mlp_Omega_trial_42_best_state.pt,"{'learning_rate': 0.0004910231103187187, 'lr_reduce': 0.6}",TPESampler,COMPLETE
43,0.11057335883378983,2025-04-25 22:50:56.484463,2025-04-25 22:51:13.241481,0 days 00:00:16.757018,0.18096981370801823,304,512,400.0,240.0,4,0.005493192663088197,0.6,checkpoints/mlp_Omega_trial_43_best_state.pt,"{'learning_rate': 0.005493192663088197, 'lr_reduce': 0.6}",TPESampler,COMPLETE
44,0.09887674450874329,2025-04-25 22:51:00.467094,2025-04-25 22:51:20.032464,0 days 00:00:19.565370,0.17121090976126652,368,352,416.0,,3,0.003398448919060823,0.6,checkpoints/mlp_Omega_trial_44_best_state.pt,"{'learning_rate': 0.003398448919060823, 'lr_reduce': 0.6}",TPESampler,COMPLETE
45,0.10598339140415192,2025-04-25 22:51:13.602736,2025-04-25 22:51:24.432419,0 days 00:00:10.829683,0.15185542610853858,512,480,416.0,,3,0.002868906588553837,0.6,checkpoints/mlp_Omega_trial_45_best_state.pt,"{'learning_rate': 0.002868906588553837, 'lr_reduce': 0.6}",TPESampler,COMPLETE
46,0.10185712575912476,2025-04-25 22:51:20.363099,2025-04-25 22:51:28.593395,0 days 00:00:08.230296,0.03155959494718964,176,128,352.0,,3,0.009926956369064205,0.6,checkpoints/mlp_Omega_trial_46_best_state.pt,"{'learning_rate': 0.009926956369064205, 'lr_reduce': 0.6}",TPESampler,COMPLETE
47,0.1612059772014618,2025-04-25 22:51:24.768702,2025-04-25 22:51:39.453914,0 days 00:00:14.685212,0.28922336916107416,48,160,448.0,416.0,4,0.0038660527649523376,0.6,checkpoints/mlp_Omega_trial_47_best_state.pt,"{'learning_rate': 0.0038660527649523376, 'lr_reduce': 0.6}",TPESampler,COMPLETE
48,0.09523969888687134,2025-04-25 22:51:28.876813,2025-04-25 22:51:40.955641,0 days 00:00:12.078828,0.1738439371777718,304,496,,,2,0.001290040897043921,0.6,checkpoints/mlp_Omega_trial_48_best_state.pt,"{'learning_rate': 0.001290040897043921, 'lr_reduce': 0.6}",TPESampler,COMPLETE
49,0.08399274945259094,2025-04-25 22:51:39.728747,2025-04-25 22:51:51.620287,0 days 00:00:11.891540,0.07479699638852436,336,208,,,2,0.006322938111794674,0.6,checkpoints/mlp_Omega_trial_49_best_state.pt,"{'learning_rate': 0.006322938111794674, 'lr_reduce': 0.6}",TPESampler,COMPLETE
50,0.08953562378883362,2025-04-25 22:51:41.221832,2025-04-25 22:51:48.308645,0 days 00:00:07.086813,0.05745060470892542,512,32,176.0,,3,0.00546724492471762,0.6,checkpoints/mlp_Omega_trial_50_best_state.pt,"{'learning_rate': 0.00546724492471762, 'lr_reduce': 0.6}",TPESampler,COMPLETE
51,0.10837745666503906,2025-04-25 22:51:43.582798,2025-04-25 22:52:05.743514,0 days 00:00:22.160716,0.24284497719457437,432,464,,,2,0.007006428820402803,0.6,checkpoints/mlp_Omega_trial_51_best_state.pt,"{'learning_rate': 0.007006428820402803, 'lr_reduce': 0.6}",TPESampler,COMPLETE
52,0.09804622083902359,2025-04-25 22:51:48.624345,2025-04-25 22:51:59.698530,0 days 00:00:11.074185,0.03467595159628279,336,128,,,2,0.006211316773235155,0.6,checkpoints/mlp_Omega_trial_52_best_state.pt,"{'learning_rate': 0.006211316773235155, 'lr_reduce': 0.6}",TPESampler,COMPLETE
53,0.10089116543531418,2025-04-25 22:51:51.917161,2025-04-25 22:52:01.310267,0 days 00:00:09.393106,0.09357397402977875,352,112,512.0,,3,0.001585251702580144,0.6,checkpoints/mlp_Omega_trial_53_best_state.pt,"{'learning_rate': 0.001585251702580144, 'lr_reduce': 0.6}",TPESampler,COMPLETE
54,0.11413738131523132,2025-04-25 22:51:59.981810,2025-04-25 22:52:24.083832,0 days 00:00:24.102022,0.1245997437825813,336,192,304.0,,3,0.00030927918530398546,0.6,checkpoints/mlp_Omega_trial_54_best_state.pt,"{'learning_rate': 0.00030927918530398546, 'lr_reduce': 0.6}",TPESampler,COMPLETE
55,0.09977811574935913,2025-04-25 22:52:01.584503,2025-04-25 22:52:09.758449,0 days 00:00:08.173946,0.10967159210730403,224,208,,,2,0.007186323232506249,0.6,checkpoints/mlp_Omega_trial_55_best_state.pt,"{'learning_rate': 0.007186323232506249, 'lr_reduce': 0.6}",TPESampler,COMPLETE
56,0.16738486289978027,2025-04-25 22:52:06.119145,2025-04-25 22:52:17.936887,0 days 00:00:11.817742,0.2224372631594247,128,400,432.0,512.0,4,0.0010258182258933298,0.6,checkpoints/mlp_Omega_trial_56_best_state.pt,"{'learning_rate': 0.0010258182258933298, 'lr_reduce': 0.6}",TPESampler,COMPLETE
57,0.09049168229103088,2025-04-25 22:52:10.147202,2025-04-25 22:52:24.441176,0 days 00:00:14.293974,0.060627337087096965,320,224,,,2,0.008503341389331166,0.6,checkpoints/mlp_Omega_trial_57_best_state.pt,"{'learning_rate': 0.008503341389331166, 'lr_reduce': 0.6}",TPESampler,COMPLETE
58,0.11207551509141922,2025-04-25 22:52:18.186920,2025-04-25 22:52:28.906241,0 days 00:00:10.719321,0.2320314256219187,336,368,336.0,,3,0.007415373500315858,0.6,checkpoints/mlp_Omega_trial_58_best_state.pt,"{'learning_rate': 0.007415373500315858, 'lr_reduce': 0.6}",TPESampler,COMPLETE
59,0.12068959325551987,2025-04-25 22:52:24.353206,2025-04-25 22:52:42.005643,0 days 00:00:17.652437,0.07499919724130578,304,512,128.0,144.0,4,0.0003962619651608331,0.6,checkpoints/mlp_Omega_trial_59_best_state.pt,"{'learning_rate': 0.0003962619651608331, 'lr_reduce': 0.6}",TPESampler,COMPLETE
60,0.09698686003684998,2025-04-25 22:52:24.799761,2025-04-25 22:52:37.125697,0 days 00:00:12.325936,0.03128604461836826,400,352,,,2,0.0058525115119200085,0.6,checkpoints/mlp_Omega_trial_60_best_state.pt,"{'learning_rate': 0.0058525115119200085, 'lr_reduce': 0.6}",TPESampler,COMPLETE
61,0.1940864771604538,2025-04-25 22:52:29.187884,2025-04-25 22:52:58.991763,0 days 00:00:29.803879,0.11518420409564867,80,288,448.0,288.0,4,0.00013531621945102922,0.6,checkpoints/mlp_Omega_trial_61_best_state.pt,"{'learning_rate': 0.00013531621945102922, 'lr_reduce': 0.6}",TPESampler,COMPLETE
62,0.09276533126831055,2025-04-25 22:52:37.393598,2025-04-25 22:52:52.872132,0 days 00:00:15.478534,0.17242040977136297,416,192,,,2,0.005343955027360982,0.6,checkpoints/mlp_Omega_trial_62_best_state.pt,"{'learning_rate': 0.005343955027360982, 'lr_reduce': 0.6}",TPESampler,COMPLETE
63,0.09337573498487473,2025-04-25 22:52:42.344026,2025-04-25 22:52:51.479261,0 days 00:00:09.135235,0.029533084682443755,496,112,208.0,,3,0.003791657505296677,0.6,checkpoints/mlp_Omega_trial_63_best_state.pt,"{'learning_rate': 0.003791657505296677, 'lr_reduce': 0.6}",TPESampler,COMPLETE
64,0.08555009961128235,2025-04-25 22:52:51.877252,2025-04-25 22:53:01.414194,0 days 00:00:09.536942,0.08214332490419785,448,32,176.0,,3,0.007906784750457545,0.6,checkpoints/mlp_Omega_trial_64_best_state.pt,"{'learning_rate': 0.007906784750457545, 'lr_reduce': 0.6}",TPESampler,COMPLETE
65,0.08699432015419006,2025-04-25 22:52:53.202315,2025-04-25 22:53:04.391917,0 days 00:00:11.189602,0.06819984490410835,336,224,144.0,,3,0.0042265073192935335,0.6,checkpoints/mlp_Omega_trial_65_best_state.pt,"{'learning_rate': 0.0042265073192935335, 'lr_reduce': 0.6}",TPESampler,COMPLETE
66,0.10123024135828018,2025-04-25 22:52:59.240469,2025-04-25 22:53:10.271776,0 days 00:00:11.031307,0.028283656758933753,512,48,176.0,,3,0.0010239140944794142,0.6,checkpoints/mlp_Omega_trial_66_best_state.pt,"{'learning_rate': 0.0010239140944794142, 'lr_reduce': 0.6}",TPESampler,COMPLETE
67,0.090646892786026,2025-04-25 22:53:01.759528,2025-04-25 22:53:15.241134,0 days 00:00:13.481606,0.08544917213230052,416,64,224.0,384.0,4,0.008651292781821767,0.6,checkpoints/mlp_Omega_trial_67_best_state.pt,"{'learning_rate': 0.008651292781821767, 'lr_reduce': 0.6}",TPESampler,COMPLETE
68,0.09324094653129578,2025-04-25 22:53:04.683326,2025-04-25 22:53:19.826728,0 days 00:00:15.143402,0.06132035568919704,320,304,112.0,,3,0.002401125240125605,0.6,checkpoints/mlp_Omega_trial_68_best_state.pt,"{'learning_rate': 0.002401125240125605, 'lr_reduce': 0.6}",TPESampler,COMPLETE
69,0.09633423388004303,2025-04-25 22:53:10.516902,2025-04-25 22:53:24.538240,0 days 00:00:14.021338,0.11631279228369631,352,160,112.0,,3,0.005614849415252596,0.6,checkpoints/mlp_Omega_trial_69_best_state.pt,"{'learning_rate': 0.005614849415252596, 'lr_reduce': 0.6}",TPESampler,COMPLETE
70,0.09343062341213226,2025-04-25 22:53:15.515114,2025-04-25 22:53:25.821240,0 days 00:00:10.306126,0.10633217534906904,448,80,144.0,,3,0.006743479062969573,0.6,checkpoints/mlp_Omega_trial_70_best_state.pt,"{'learning_rate': 0.006743479062969573, 'lr_reduce': 0.6}",TPESampler,COMPLETE
71,0.1346362680196762,2025-04-25 22:53:20.127252,2025-04-25 22:53:41.825789,0 days 00:00:21.698537,0.024574233720214195,32,448,48.0,160.0,4,0.00033440274750301026,0.6,checkpoints/mlp_Omega_trial_71_best_state.pt,"{'learning_rate': 0.00033440274750301026, 'lr_reduce': 0.6}",TPESampler,COMPLETE
72,0.10174241662025452,2025-04-25 22:53:24.801765,2025-04-25 22:53:43.743618,0 days 00:00:18.941853,0.020490461347595537,336,128,176.0,,3,0.0003539658274386169,0.6,checkpoints/mlp_Omega_trial_72_best_state.pt,"{'learning_rate': 0.0003539658274386169, 'lr_reduce': 0.6}",TPESampler,COMPLETE
73,0.09817132353782654,2025-04-25 22:53:26.089805,2025-04-25 22:53:39.697638,0 days 00:00:13.607833,0.02706427738025291,384,192,176.0,,3,0.0067331357638507686,0.6,checkpoints/mlp_Omega_trial_73_best_state.pt,"{'learning_rate': 0.0067331357638507686, 'lr_reduce': 0.6}",TPESampler,COMPLETE
74,0.21086253225803375,2025-04-25 22:53:39.935132,2025-04-25 22:54:10.344928,0 days 00:00:30.409796,0.28626429217685956,320,208,144.0,272.0,4,0.0001924523707777697,0.6,checkpoints/mlp_Omega_trial_74_best_state.pt,"{'learning_rate': 0.0001924523707777697, 'lr_reduce': 0.6}",TPESampler,COMPLETE
75,0.09788525104522705,2025-04-25 22:53:42.120506,2025-04-25 22:53:52.305090,0 days 00:00:10.184584,0.07237903373996607,384,176,,,2,0.0016386961586791074,0.6,checkpoints/mlp_Omega_trial_75_best_state.pt,"{'learning_rate': 0.0016386961586791074, 'lr_reduce': 0.6}",TPESampler,COMPLETE
76,0.09754245728254318,2025-04-25 22:53:44.032599,2025-04-25 22:53:54.776876,0 days 00:00:10.744277,0.0345720451713165,400,32,224.0,,3,0.007263289830398542,0.6,checkpoints/mlp_Omega_trial_76_best_state.pt,"{'learning_rate': 0.007263289830398542, 'lr_reduce': 0.6}",TPESampler,COMPLETE
77,0.11118728667497635,2025-04-25 22:53:52.555519,2025-04-25 22:54:07.900784,0 days 00:00:15.345265,0.24612738812543433,32,480,,,2,0.0024784656152206774,0.6,checkpoints/mlp_Omega_trial_77_best_state.pt,"{'learning_rate': 0.0024784656152206774, 'lr_reduce': 0.6}",TPESampler,COMPLETE
78,0.14662426710128784,2025-04-25 22:53:55.128639,2025-04-25 22:54:48.029170,0 days 00:00:52.900531,0.26399326347799584,288,208,,,2,0.00011344067691366074,0.6,checkpoints/mlp_Omega_trial_78_best_state.pt,"{'learning_rate': 0.00011344067691366074, 'lr_reduce': 0.6}",TPESampler,COMPLETE
79,0.09282709658145905,2025-04-25 22:54:08.185344,2025-04-25 22:54:23.526219,0 days 00:00:15.340875,0.08552834677526427,64,400,480.0,,3,0.003954880350922162,0.6,checkpoints/mlp_Omega_trial_79_best_state.pt,"{'learning_rate': 0.003954880350922162, 'lr_reduce': 0.6}",TPESampler,COMPLETE
80,0.08604195713996887,2025-04-25 22:54:10.694790,2025-04-25 22:54:21.554496,0 days 00:00:10.859706,0.0888754850764074,480,176,,,2,0.003499085135746399,0.6,checkpoints/mlp_Omega_trial_80_best_state.pt,"{'learning_rate': 0.003499085135746399, 'lr_reduce': 0.6}",TPESampler,COMPLETE
81,0.09466025233268738,2025-04-25 22:54:21.800174,2025-04-25 22:54:38.093584,0 days 00:00:16.293410,0.11799819228038355,512,176,,,2,0.0019488780514360553,0.6,checkpoints/mlp_Omega_trial_81_best_state.pt,"{'learning_rate': 0.0019488780514360553, 'lr_reduce': 0.6}",TPESampler,COMPLETE
82,0.09071900695562363,2025-04-25 22:54:23.818473,2025-04-25 22:54:38.143071,0 days 00:00:14.324598,0.04173076845597216,432,192,,,2,0.004136791892738333,0.6,checkpoints/mlp_Omega_trial_82_best_state.pt,"{'learning_rate': 0.004136791892738333, 'lr_reduce': 0.6}",TPESampler,COMPLETE
83,0.0893736407160759,2025-04-25 22:54:38.406173,2025-04-25 22:54:51.735462,0 days 00:00:13.329289,0.09279228242002496,432,304,,,2,0.002645833146264712,0.6,checkpoints/mlp_Omega_trial_83_best_state.pt,"{'learning_rate': 0.002645833146264712, 'lr_reduce': 0.6}",TPESampler,COMPLETE
